imptors       0    0    3    4           21.000  180.0  2
imptors       0    0    3   52           21.000  180.0  2
imptors       0    0   24    0            5.000  180.0  2
imptors       0    0   47    0           30.000  180.0  2
imptors       0    0   48    0            5.000  180.0  2
